Order Number,Product ID,Customer number,Date,Material Type,Reason for rejection,Order qty,Confirmed Qty,Canceled Qty,Order value $,Confirmed Value,Canceled Value,Class,Fill rate
43-821024,615379416985,11250299,"Wednesday, January 03, 2024",Saleable Products,OK,32,32,0,$828.34,$828.34,$0.0,C,100%
43-105814,726820024292,38609087,"Friday, April 18, 2025",Saleable Products,Freshness,29,26,3,$2831.57,$2538.65,$292.92,Limited Edition,89%
43-887443,367469214295,50264926,"Saturday, November 30, 2024",Saleable Products,No Inventory,40,0,40,$2225.38,$0.0,$2225.38,Travel Retail,0%
43-907451,605645347792,27778019,"Tuesday, December 19, 2023",Saleable Products,OK,3,3,0,$258.83,$258.83,$0.0,Travel Retail,100%
43-211764,397982492151,92097999,"Wednesday, December 27, 2023",Saleable Products,Discontinued,31,0,31,$785.85,$0.0,$785.85,C,0%
43-916232,521179644432,42787299,"Tuesday, September 12, 2023",Saleable Products,Freshness,13,11,2,$1165.75,$986.4,$179.35,Set,84%
43-545798,726820024292,84252420,"Wednesday, October 11, 2023",Saleable Products,Freshness,6,3,3,$104.09,$52.04,$52.05,Limited Edition,50%
43-329471,690821577339,91178885,"Monday, April 01, 2024",Saleable Products,No Inventory,21,0,21,$253.27,$0.0,$253.27,Travel Retail,0%
43-284430,921467220156,95125977,"Thursday, March 13, 2025",Saleable Products,OK,14,14,0,$1033.29,$1033.29,$0.0,Set,100%
43-943170,521179644432,97775215,"Saturday, February 18, 2023",Saleable Products,Freshness,25,22,3,$489.67,$430.91,$58.76,Travel Retail,88%
43-829716,521179644432,46553958,"Wednesday, November 29, 2023",Saleable Products,Freshness,7,4,3,$615.46,$351.69,$263.77,Travel Retail,57%
43-643118,367469214295,52436584,"Sunday, April 14, 2024",Saleable Products,Automatic Closing,43,41,2,$2834.33,$2702.5,$131.83,C,95%
43-587115,187525138707,68812137,"Monday, December 16, 2024",Saleable Products,Freshness,22,20,2,$875.34,$795.77,$79.57,C,90%
43-152657,850726264460,97775215,"Saturday, October 12, 2024",Saleable Products,Discontinued,32,0,32,$1118.55,$0.0,$1118.55,Limited Edition,0%
43-684482,267974663989,59597086,"Wednesday, September 27, 2023",Saleable Products,Freshness,41,40,1,$712.31,$694.94,$17.37,Travel Retail,97%
43-361303,941629821539,56020613,"Wednesday, February 26, 2025",Saleable Products,Automatic Closing,32,31,1,$2297.74,$2225.94,$71.8,Travel Retail,96%
43-989545,407473554860,56020613,"Sunday, March 23, 2025",Saleable Products,Global Allocation,42,39,3,$3886.36,$3608.77,$277.59,Set,92%
43-227253,459422681391,45431319,"Wednesday, June 14, 2023",Saleable Products,Global Allocation,30,27,3,$2343.28,$2108.96,$234.32,C,90%
43-578634,150711229823,30863865,"Thursday, August 03, 2023",Saleable Products,Discontinued,17,0,17,$1117.67,$0.0,$1117.67,C,0%
43-239816,390355792387,25492573,"Thursday, July 25, 2024",Saleable Products,No Inventory,40,0,40,$827.35,$0.0,$827.35,Travel Retail,0%
43-940346,808302588517,31172421,"Friday, February 28, 2025",Saleable Products,No Inventory,38,0,38,$3210.49,$0.0,$3210.49,Set,0%
43-587213,886833016361,47816686,"Sunday, July 14, 2024",Saleable Products,Discontinued,21,0,21,$2034.58,$0.0,$2034.58,Set,0%
43-800005,150711229823,77834855,"Friday, October 25, 2024",Saleable Products,Freshness,26,23,3,$874.99,$774.03,$100.96,C,88%
43-656932,914655221101,97775215,"Sunday, November 26, 2023",Saleable Products,Freshness,43,41,2,$2056.81,$1961.14,$95.67,Set,95%
43-686075,945433611429,77898694,"Tuesday, January 28, 2025",Saleable Products,Global Allocation,3,0,3,$33.79,$0.0,$33.79,Travel Retail,0%
43-724377,377150435753,25492573,"Thursday, February 15, 2024",Saleable Products,Global Allocation,38,37,1,$3225.11,$3140.24,$84.87,Limited Edition,97%
43-432711,235447068293,50603163,"Monday, February 10, 2025",Saleable Products,OK,17,17,0,$201.74,$201.74,$0.0,Set,100%
43-891937,488136971784,47816686,"Saturday, December 23, 2023",Saleable Products,Global Allocation,39,36,3,$2097.64,$1936.29,$161.35,Limited Edition,92%
43-564071,498837994177,97775215,"Monday, March 10, 2025",Saleable Products,Global Allocation,6,5,1,$371.29,$309.41,$61.88,Travel Retail,83%
43-742412,422601660137,31172421,"Tuesday, April 15, 2025",Saleable Products,Discontinued,21,0,21,$314.97,$0.0,$314.97,Set,0%
43-954596,754474071330,42787299,"Monday, June 26, 2023",Saleable Products,OK,45,45,0,$1161.45,$1161.45,$0.0,Travel Retail,100%
43-854213,643354278056,27778019,"Sunday, May 26, 2024",Saleable Products,No Inventory,46,0,46,$3734.05,$0.0,$3734.05,C,0%
43-629298,850726264460,27778019,"Sunday, April 02, 2023",Saleable Products,OK,40,40,0,$1309.12,$1309.12,$0.0,C,100%
43-547470,926939990836,71510041,"Friday, December 08, 2023",Saleable Products,Freshness,13,10,3,$977.92,$752.25,$225.67,Set,76%
43-970914,496852403351,38270233,"Wednesday, December 27, 2023",Saleable Products,Freshness,9,6,3,$696.84,$464.56,$232.28,Set,66%
43-674485,251461507038,50181935,"Monday, September 23, 2024",Saleable Products,OK,5,5,0,$233.29,$233.29,$0.0,Travel Retail,100%
43-567574,590573056992,11049999,"Friday, July 05, 2024",Saleable Products,OK,43,43,0,$676.72,$676.72,$0.0,C,100%
43-266889,517045625552,85563727,"Monday, January 27, 2025",Saleable Products,Freshness,7,4,3,$76.81,$43.89,$32.92,Set,57%
43-879779,726820024292,99639081,"Friday, April 04, 2025",Saleable Products,Discontinued,38,0,38,$2064.4,$0.0,$2064.4,C,0%
43-597732,590573056992,31172421,"Tuesday, August 22, 2023",Saleable Products,Discontinued,44,0,44,$722.96,$0.0,$722.96,C,0%
43-571932,798400899699,19233013,"Tuesday, November 21, 2023",Saleable Products,Discontinued,44,0,44,$3316.83,$0.0,$3316.83,C,0%
43-371782,521179644432,75569635,"Friday, November 10, 2023",Saleable Products,Discontinued,38,0,38,$1682.42,$0.0,$1682.42,Limited Edition,0%
43-888295,754474071330,50603163,"Friday, April 14, 2023",Saleable Products,Freshness,31,30,1,$2216.38,$2144.88,$71.5,Travel Retail,96%
43-359249,894035742189,43704923,"Thursday, January 09, 2025",Saleable Products,Automatic Closing,4,3,1,$186.94,$140.2,$46.74,Limited Edition,75%
43-980660,894035742189,25492573,"Monday, April 03, 2023",Saleable Products,Global Allocation,13,11,2,$865.15,$732.05,$133.1,Limited Edition,84%
43-768636,690821577339,50181935,"Wednesday, October 16, 2024",Saleable Products,Global Allocation,44,43,1,$3738.75,$3653.78,$84.97,C,97%
43-390782,517010168081,45431319,"Tuesday, February 20, 2024",Saleable Products,Global Allocation,15,12,3,$1344.01,$1075.21,$268.8,C,80%
43-903013,561902006518,28024248,"Friday, November 17, 2023",Saleable Products,Global Allocation,40,39,1,$460.78,$449.26,$11.52,Set,97%
43-915451,917103043320,71367643,"Saturday, September 28, 2024",Saleable Products,Freshness,13,10,3,$885.24,$680.96,$204.28,Limited Edition,76%
43-646622,214832269481,91178885,"Friday, May 24, 2024",Saleable Products,Automatic Closing,43,40,3,$2613.2,$2430.88,$182.32,C,93%
43-608136,521179644432,52436584,"Wednesday, October 16, 2024",Saleable Products,Freshness,43,42,1,$2895.34,$2828.0,$67.34,Set,97%
43-757193,214832269481,84437458,"Monday, July 10, 2023",Saleable Products,Automatic Closing,43,41,2,$654.83,$624.37,$30.46,Travel Retail,95%
43-350867,763595448017,85563727,"Thursday, February 13, 2025",Saleable Products,Freshness,26,25,1,$423.56,$407.27,$16.29,Set,96%
43-387936,235447068293,93370583,"Saturday, January 27, 2024",Saleable Products,OK,19,19,0,$1039.84,$1039.84,$0.0,Limited Edition,100%
43-561239,709761138617,38609087,"Thursday, July 27, 2023",Saleable Products,Automatic Closing,49,48,1,$741.88,$726.74,$15.14,Limited Edition,97%
43-181247,700832336208,59597086,"Friday, September 29, 2023",Saleable Products,Global Allocation,1,0,1,$79.88,$0.0,$79.88,Limited Edition,0%
43-848206,214832269481,97775215,"Wednesday, December 25, 2024",Saleable Products,Automatic Closing,13,12,1,$1033.8,$954.27,$79.53,C,92%
43-399607,926939990836,11049999,"Sunday, May 12, 2024",Saleable Products,No Inventory,25,0,25,$513.98,$0.0,$513.98,C,0%
43-345884,406404042870,27778019,"Tuesday, December 26, 2023",Saleable Products,Discontinued,20,0,20,$1019.1,$0.0,$1019.1,Travel Retail,0%
43-384913,826046287257,45594597,"Tuesday, December 12, 2023",Saleable Products,Automatic Closing,41,39,2,$2605.48,$2478.38,$127.1,Limited Edition,95%
43-452161,726820024292,77834855,"Saturday, April 05, 2025",Saleable Products,No Inventory,23,0,23,$2009.05,$0.0,$2009.05,Set,0%
43-435239,176040557040,45594597,"Sunday, March 24, 2024",Saleable Products,Discontinued,24,0,24,$2375.01,$0.0,$2375.01,C,0%
43-666390,921467220156,52436584,"Saturday, January 06, 2024",Saleable Products,No Inventory,43,0,43,$496.65,$0.0,$496.65,C,0%
43-184491,851347210313,43704923,"Tuesday, February 11, 2025",Saleable Products,Discontinued,41,0,41,$2167.69,$0.0,$2167.69,Limited Edition,0%
43-245095,227649528249,99639081,"Tuesday, June 13, 2023",Saleable Products,OK,49,49,0,$4032.49,$4032.49,$0.0,C,100%
43-258157,101948728483,71510041,"Thursday, June 22, 2023",Saleable Products,Automatic Closing,39,36,3,$3183.49,$2938.6,$244.89,Limited Edition,92%
43-342495,570662212985,75569635,"Monday, November 27, 2023",Saleable Products,No Inventory,40,0,40,$2350.6,$0.0,$2350.6,Travel Retail,0%
43-501641,926939990836,82909480,"Tuesday, January 17, 2023",Saleable Products,OK,30,30,0,$792.1,$792.1,$0.0,C,100%
43-827659,605645347792,11049999,"Tuesday, April 25, 2023",Saleable Products,Global Allocation,34,33,1,$2050.83,$1990.52,$60.31,Set,97%
43-260227,367469214295,45594597,"Friday, July 14, 2023",Saleable Products,Automatic Closing,46,44,2,$2081.03,$1990.55,$90.48,C,95%
43-840734,333279765207,45594597,"Sunday, August 18, 2024",Saleable Products,Freshness,10,7,3,$468.2,$327.74,$140.46,Travel Retail,70%
43-324345,871590378377,48250360,"Tuesday, November 14, 2023",Saleable Products,Freshness,41,39,2,$1622.79,$1543.63,$79.16,Limited Edition,95%
43-167348,714294294451,77898694,"Sunday, June 02, 2024",Saleable Products,Freshness,1,0,1,$23.0,$0.0,$23.0,Set,0%
43-535020,798400899699,80993218,"Wednesday, December 18, 2024",Saleable Products,No Inventory,12,0,12,$917.3,$0.0,$917.3,Travel Retail,0%
43-527398,176040557040,45496015,"Saturday, October 19, 2024",Saleable Products,No Inventory,46,0,46,$3393.14,$0.0,$3393.14,Set,0%
43-446954,498837994177,37326368,"Saturday, July 27, 2024",Saleable Products,Discontinued,29,0,29,$1706.79,$0.0,$1706.79,Limited Edition,0%
43-668969,488136971784,71367643,"Tuesday, October 31, 2023",Saleable Products,Freshness,11,8,3,$461.25,$335.45,$125.8,Travel Retail,72%
43-588557,690821577339,47816686,"Thursday, February 13, 2025",Saleable Products,Global Allocation,41,40,1,$3445.71,$3361.67,$84.04,Set,97%
43-535970,176040557040,37326368,"Saturday, July 27, 2024",Saleable Products,No Inventory,17,0,17,$414.65,$0.0,$414.65,C,0%
43-165290,101948728483,46553958,"Friday, July 05, 2024",Saleable Products,Automatic Closing,20,18,2,$982.23,$884.0,$98.23,Set,90%
43-316881,926939990836,77834855,"Sunday, July 02, 2023",Saleable Products,No Inventory,38,0,38,$2615.01,$0.0,$2615.01,Travel Retail,0%
43-973349,894035742189,50603163,"Monday, February 12, 2024",Saleable Products,Automatic Closing,6,3,3,$503.61,$251.8,$251.81,Set,50%
43-540552,894035742189,99639081,"Wednesday, September 25, 2024",Saleable Products,No Inventory,20,0,20,$1369.3,$0.0,$1369.3,Set,0%
43-508396,709761138617,52436584,"Friday, December 13, 2024",Saleable Products,Discontinued,10,0,10,$205.93,$0.0,$205.93,C,0%
43-907189,342910249529,37326368,"Sunday, March 19, 2023",Saleable Products,Discontinued,10,0,10,$191.16,$0.0,$191.16,Travel Retail,0%
43-712451,336890980656,19736572,"Sunday, July 23, 2023",Saleable Products,Discontinued,31,0,31,$450.71,$0.0,$450.71,Travel Retail,0%
43-829308,223005401501,43704923,"Thursday, April 06, 2023",Saleable Products,Global Allocation,26,25,1,$1570.35,$1509.95,$60.4,Set,96%
43-120480,790933616150,71367643,"Monday, April 03, 2023",Saleable Products,No Inventory,17,0,17,$541.7,$0.0,$541.7,C,0%
43-998348,488136971784,48250360,"Sunday, December 29, 2024",Saleable Products,Automatic Closing,14,12,2,$341.01,$292.29,$48.72,Set,85%
43-902784,517010168081,27778019,"Wednesday, September 04, 2024",Saleable Products,No Inventory,5,0,5,$88.24,$0.0,$88.24,Limited Edition,0%
43-703655,684850587137,75569635,"Sunday, November 10, 2024",Saleable Products,OK,3,3,0,$203.28,$203.28,$0.0,Travel Retail,100%
43-498858,176040557040,99038526,"Monday, February 19, 2024",Saleable Products,Discontinued,43,0,43,$3345.71,$0.0,$3345.71,Travel Retail,0%
43-600149,223005401501,91178885,"Wednesday, September 27, 2023",Saleable Products,Freshness,20,17,3,$1743.98,$1482.38,$261.6,C,85%
43-106182,763595448017,50264926,"Tuesday, May 30, 2023",Saleable Products,OK,46,46,0,$2925.01,$2925.01,$0.0,Travel Retail,100%
43-468845,850726264460,84252420,"Friday, January 03, 2025",Saleable Products,OK,15,15,0,$628.22,$628.22,$0.0,C,100%
43-413118,889742985454,45496015,"Friday, December 15, 2023",Saleable Products,Discontinued,3,0,3,$157.01,$0.0,$157.01,Travel Retail,0%
43-890075,684850587137,93370583,"Saturday, June 29, 2024",Saleable Products,Freshness,3,1,2,$201.76,$67.25,$134.51,C,33%
43-508930,590573056992,37326368,"Friday, December 29, 2023",Saleable Products,Discontinued,23,0,23,$1705.92,$0.0,$1705.92,Set,0%
43-994905,521179644432,77898694,"Sunday, February 11, 2024",Saleable Products,Discontinued,9,0,9,$612.32,$0.0,$612.32,C,0%
43-976325,235447068293,75569635,"Wednesday, May 17, 2023",Saleable Products,Freshness,11,10,1,$1062.29,$965.71,$96.58,Limited Edition,90%
43-539375,214832269481,50264926,"Tuesday, January 30, 2024",Saleable Products,OK,47,47,0,$3643.38,$3643.38,$0.0,Limited Edition,100%
43-664365,176040557040,45594597,"Monday, April 17, 2023",Saleable Products,OK,49,49,0,$3800.24,$3800.24,$0.0,Set,100%
43-883826,835339233454,99639081,"Thursday, January 23, 2025",Saleable Products,No Inventory,44,0,44,$3686.43,$0.0,$3686.43,C,0%
43-870319,926939990836,52436584,"Monday, April 14, 2025",Saleable Products,Freshness,49,48,1,$2520.27,$2468.83,$51.44,Set,97%
43-672661,180092702123,95125977,"Friday, March 28, 2025",Saleable Products,OK,41,41,0,$1383.96,$1383.96,$0.0,Limited Edition,100%
43-938722,277660601409,50603163,"Saturday, October 28, 2023",Saleable Products,Global Allocation,13,12,1,$1085.0,$1001.54,$83.46,Travel Retail,92%
43-732556,869945806981,50264926,"Friday, September 20, 2024",Saleable Products,Discontinued,8,0,8,$414.21,$0.0,$414.21,Set,0%
43-331251,798400899699,77834855,"Tuesday, August 06, 2024",Saleable Products,Global Allocation,22,19,3,$1422.21,$1228.27,$193.94,Limited Edition,86%
43-611945,275259659197,19832887,"Sunday, March 26, 2023",Saleable Products,Global Allocation,38,37,1,$1849.2,$1800.54,$48.66,Limited Edition,97%
43-330080,894370590668,77898694,"Tuesday, November 28, 2023",Saleable Products,No Inventory,27,0,27,$1232.42,$0.0,$1232.42,Set,0%
43-386193,491257417623,25492573,"Saturday, August 19, 2023",Saleable Products,No Inventory,26,0,26,$1830.75,$0.0,$1830.75,Limited Edition,0%
43-557007,180092702123,23419256,"Friday, March 29, 2024",Saleable Products,No Inventory,23,0,23,$1607.26,$0.0,$1607.26,Limited Edition,0%
43-609232,917103043320,45594597,"Saturday, February 11, 2023",Saleable Products,Global Allocation,39,38,1,$1474.67,$1436.86,$37.81,Limited Edition,97%
43-130434,939668623711,25492573,"Saturday, September 09, 2023",Saleable Products,Automatic Closing,31,28,3,$837.27,$756.24,$81.03,C,90%
43-507746,654818085172,19832887,"Monday, July 15, 2024",Saleable Products,Automatic Closing,29,28,1,$632.76,$610.94,$21.82,Limited Edition,96%
43-452457,790933616150,46553958,"Thursday, June 08, 2023",Saleable Products,Global Allocation,1,0,1,$20.24,$0.0,$20.24,Set,0%
43-801364,790933616150,82909480,"Thursday, November 14, 2024",Saleable Products,Discontinued,10,0,10,$835.93,$0.0,$835.93,Travel Retail,0%
43-812131,406404042870,45496015,"Sunday, October 08, 2023",Saleable Products,Global Allocation,47,46,1,$1680.41,$1644.66,$35.75,C,97%
43-936912,605645347792,93370583,"Friday, January 27, 2023",Saleable Products,Global Allocation,46,43,3,$3269.16,$3055.96,$213.2,Travel Retail,93%
43-523956,599410093881,91178885,"Tuesday, May 21, 2024",Saleable Products,No Inventory,4,0,4,$143.47,$0.0,$143.47,C,0%
43-859359,917103043320,45496015,"Friday, August 18, 2023",Saleable Products,No Inventory,31,0,31,$2170.25,$0.0,$2170.25,Set,0%
43-273061,227649528249,71367643,"Thursday, December 12, 2024",Saleable Products,No Inventory,4,0,4,$394.29,$0.0,$394.29,Travel Retail,0%
43-981334,743806247029,27778019,"Sunday, August 13, 2023",Saleable Products,Automatic Closing,29,28,1,$462.15,$446.21,$15.94,Limited Edition,96%
43-590094,790933616150,23419256,"Saturday, September 09, 2023",Saleable Products,Global Allocation,9,7,2,$619.54,$481.87,$137.67,Set,77%
43-233827,643354278056,45431319,"Sunday, August 20, 2023",Saleable Products,Discontinued,15,0,15,$531.49,$0.0,$531.49,Set,0%
43-752483,219883823727,19233013,"Tuesday, March 26, 2024",Saleable Products,Discontinued,44,0,44,$768.26,$0.0,$768.26,Travel Retail,0%
43-660069,599410093881,30863865,"Friday, October 25, 2024",Saleable Products,No Inventory,41,0,41,$701.42,$0.0,$701.42,Limited Edition,0%
43-128276,790757033266,42787299,"Friday, April 11, 2025",Saleable Products,No Inventory,3,0,3,$130.35,$0.0,$130.35,Travel Retail,0%
43-513160,871590378377,27778019,"Thursday, August 10, 2023",Saleable Products,Global Allocation,15,12,3,$879.83,$703.86,$175.97,Limited Edition,80%
43-720644,496852403351,42787299,"Monday, May 29, 2023",Saleable Products,Discontinued,11,0,11,$750.82,$0.0,$750.82,C,0%
43-691807,917103043320,50603163,"Friday, January 13, 2023",Saleable Products,Global Allocation,6,4,2,$366.46,$244.31,$122.15,Travel Retail,66%
43-795205,889742985454,82909480,"Tuesday, October 31, 2023",Saleable Products,Automatic Closing,47,44,3,$4268.35,$3995.9,$272.45,C,93%
43-128418,476415064723,38609087,"Thursday, September 07, 2023",Saleable Products,Global Allocation,7,4,3,$166.73,$95.27,$71.46,Limited Edition,57%
43-188025,869945806981,82909480,"Sunday, January 22, 2023",Saleable Products,No Inventory,46,0,46,$3892.09,$0.0,$3892.09,Limited Edition,0%
43-773971,654818085172,31172421,"Wednesday, September 18, 2024",Saleable Products,OK,4,4,0,$230.16,$230.16,$0.0,Set,100%
43-549433,615379416985,97775215,"Thursday, May 09, 2024",Saleable Products,Automatic Closing,21,18,3,$1836.47,$1574.11,$262.36,Limited Edition,85%
43-242291,607507949295,85563727,"Monday, March 25, 2024",Saleable Products,Discontinued,1,0,1,$48.4,$0.0,$48.4,Travel Retail,0%
43-584125,894035742189,84437458,"Thursday, February 29, 2024",Saleable Products,Discontinued,23,0,23,$1227.33,$0.0,$1227.33,Travel Retail,0%
43-290556,808302588517,28024248,"Tuesday, July 23, 2024",Saleable Products,No Inventory,13,0,13,$624.11,$0.0,$624.11,Limited Edition,0%
43-152727,851347210313,71367643,"Thursday, July 18, 2024",Saleable Products,No Inventory,43,0,43,$803.32,$0.0,$803.32,Limited Edition,0%
43-372793,570662212985,11250299,"Sunday, August 04, 2024",Saleable Products,Automatic Closing,28,26,2,$645.41,$599.31,$46.1,Travel Retail,92%
